User,Timestamp,CPU,Memória,Disco,Rede,Processos,Data_Boot,uptime_min,indoor,Situacao
COD005,2025-10-01 08:00:00,39.58963981097827,65.65330763792042,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,240.0,0,Regular
COD005,2025-10-01 08:01:00,3.4016275947752086,67.06441630290901,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,241.0,0,Regular
COD005,2025-10-01 08:02:00,7.6130957129200105,66.69699475738979,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,242.0,0,Regular
COD005,2025-10-01 08:03:00,30.572112421974552,66.86275996957396,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,243.0,0,Regular
COD005,2025-10-01 08:04:00,24.210315138463745,63.02981950090365,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,244.0,0,Regular
COD005,2025-10-01 08:05:00,25.332994421774476,67.81781268458019,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,245.0,0,Regular
COD005,2025-10-01 08:06:00,12.780126502446226,66.58927025424863,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,246.0,0,Regular
COD005,2025-10-01 08:07:00,19.21232265409919,65.3159966678027,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,247.0,0,Regular
COD005,2025-10-01 08:08:00,8.576457512335978,68.12672299211359,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,248.0,0,Regular
COD005,2025-10-01 08:09:00,13.438530650626149,67.77710252479189,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,249.0,0,Regular
COD005,2025-10-01 08:10:00,29.4494583307713,66.59010672269353,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,250.0,0,Regular
COD005,2025-10-01 08:11:00,18.14624333743168,65.57471313220253,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,251.0,0,Regular
COD005,2025-10-01 08:12:00,9.93438158252429,67.22296047335297,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,252.0,0,Regular
COD005,2025-10-01 08:13:00,9.395881595061379,67.15919360583955,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,253.0,0,Regular
COD005,2025-10-01 08:14:00,1.7730903507468696,68.15363165906712,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,254.0,0,Regular
COD005,2025-10-01 08:15:00,13.18243033834251,66.4668173889217,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,255.0,0,Regular
COD005,2025-10-01 08:16:00,0.8324178444686368,68.4963182439824,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,256.0,0,Regular
COD005,2025-10-01 08:17:00,20.69471781754451,66.35576177316626,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,257.0,0,Regular
COD005,2025-10-01 08:18:00,33.167169343298966,65.36418639959483,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,258.0,0,Regular
COD005,2025-10-01 08:19:00,25.622429777518995,65.63225299951935,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,259.0,0,Regular
COD005,2025-10-01 08:20:00,5.011841741819577,66.95873382291765,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,260.0,0,Regular
COD005,2025-10-01 08:21:00,30.39490169449978,66.95901855209267,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,261.0,0,Regular
COD005,2025-10-01 08:22:00,22.659871757398562,67.44935085525722,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,262.0,0,Regular
COD005,2025-10-01 08:23:00,25.871875625680804,66.93653218282688,79.80233942261432,0.7756926842899501,420,2025-10-01 04:00:00,263.0,0,Regular
