User,Timestamp,CPU,Memória,Disco,Rede,Processos,Data_Boot,uptime_min,indoor,Situacao
COD003,2025-10-01 08:00:00,35.28188443334569,60.89747725231484,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,360.0,1,Regular
COD003,2025-10-01 08:01:00,22.951381171107723,60.46607776906711,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,361.0,1,Regular
COD003,2025-10-01 08:02:00,34.23953479646856,60.95808546487215,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,362.0,1,Regular
COD003,2025-10-01 08:03:00,34.63947285423575,61.73605181787715,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,363.0,1,Regular
COD003,2025-10-01 08:04:00,26.5217938086066,60.7256656615574,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,364.0,1,Regular
COD003,2025-10-01 08:05:00,37.68937227761288,60.39084175623165,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,365.0,1,Regular
COD003,2025-10-01 08:06:00,22.63897637708613,59.49010493376319,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,366.0,1,Regular
COD003,2025-10-01 08:07:00,33.95312871942486,61.53733800280624,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,367.0,1,Regular
COD003,2025-10-01 08:08:00,29.995202922652464,61.26425105133945,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,368.0,1,Regular
COD003,2025-10-01 08:09:00,30.54763607127011,59.43199295854316,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,369.0,1,Regular
COD003,2025-10-01 08:10:00,33.97004613980509,61.85691751316109,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,370.0,1,Regular
COD003,2025-10-01 08:11:00,32.87149303807678,59.42050354053338,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,371.0,1,Regular
COD003,2025-10-01 08:12:00,17.762370378313243,62.09739052913685,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,372.0,1,Regular
COD003,2025-10-01 08:13:00,22.54696511960709,61.6917603722806,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,373.0,1,Regular
COD003,2025-10-01 08:14:00,24.185824524818813,61.373923006773865,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,374.0,1,Regular
COD003,2025-10-01 08:15:00,30.22266853704486,60.421930188655736,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,375.0,1,Regular
COD003,2025-10-01 08:16:00,37.46032416615871,61.56926011885592,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,376.0,1,Regular
COD003,2025-10-01 08:17:00,39.53671915197833,62.1739707739456,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,377.0,1,Regular
COD003,2025-10-01 08:18:00,36.95218653504279,61.59714668498599,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,378.0,1,Regular
COD003,2025-10-01 08:19:00,33.60097649706058,60.08602435358469,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,379.0,1,Regular
COD003,2025-10-01 08:20:00,25.70815714101529,61.21521275848274,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,380.0,1,Regular
COD003,2025-10-01 08:21:00,40.89446282251873,62.25676636321023,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,381.0,1,Regular
COD003,2025-10-01 08:22:00,33.49155461466827,63.54124219632422,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,382.0,1,Regular
COD003,2025-10-01 08:23:00,24.208877308094717,60.66006881025715,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,383.0,1,Regular
COD003,2025-10-01 08:24:00,28.660378701600877,61.9397841070139,77.147669730979,0.8343522450717555,368,2025-10-01 02:00:00,384.0,1,Regular
