User,Timestamp,CPU,Memória,Disco,Rede,Processos,Data_Boot,uptime_min,indoor,Situacao
COD002,2025-10-01 08:00:00,22.813422797918644,42.642647982692736,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,300.0,1,Crítico
COD002,2025-10-01 08:01:00,28.187796920357428,42.17453862996086,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,301.0,1,Crítico
COD002,2025-10-01 08:02:00,19.298014809913383,42.80729231728362,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,302.0,1,Crítico
COD002,2025-10-01 08:03:00,14.043871827001873,42.33102959388818,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,303.0,1,Crítico
COD002,2025-10-01 08:04:00,21.465178151979007,40.7032526555896,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,304.0,1,Crítico
COD002,2025-10-01 08:05:00,24.505905566918685,43.44236350795244,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,305.0,1,Crítico
COD002,2025-10-01 08:06:00,21.463036821690007,41.6583354248223,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,306.0,1,Crítico
COD002,2025-10-01 08:07:00,23.555653140545555,40.38694504622418,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,307.0,1,Crítico
COD002,2025-10-01 08:08:00,38.906765063492514,41.74510513145678,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,308.0,1,Crítico
COD002,2025-10-01 08:09:00,29.815573224447803,44.063755073377045,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,309.0,1,Crítico
COD002,2025-10-01 08:10:00,14.04224225772201,43.28710941515207,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,310.0,1,Crítico
COD002,2025-10-01 08:11:00,28.45063620030943,41.85246076332644,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,311.0,1,Crítico
COD002,2025-10-01 08:12:00,8.76373955742899,41.85573407943376,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,312.0,1,Crítico
COD002,2025-10-01 08:13:00,28.457642470760987,41.89288126315502,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,313.0,1,Crítico
COD002,2025-10-01 08:14:00,27.59064012177839,44.77494090488889,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,314.0,1,Crítico
COD002,2025-10-01 08:15:00,24.557675696956917,42.745165867293736,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,315.0,1,Crítico
COD002,2025-10-01 08:16:00,17.7120602903664,42.80689330124516,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,316.0,1,Crítico
COD002,2025-10-01 08:17:00,17.73890313176538,43.531183469454085,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,317.0,1,Crítico
COD002,2025-10-01 08:18:00,27.63772900963104,42.58539031544769,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,318.0,1,Crítico
COD002,2025-10-01 08:19:00,20.57486607563725,41.99199274963104,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,319.0,1,Crítico
COD002,2025-10-01 08:20:00,30.85957242760962,42.0712235057139,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,320.0,1,Crítico
COD002,2025-10-01 08:21:00,20.75966694205529,42.224921813319,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,321.0,1,Crítico
COD002,2025-10-01 08:22:00,22.707696590009817,42.27017664080406,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,322.0,1,Crítico
COD002,2025-10-01 08:23:00,30.69129931793012,43.19199877698025,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,323.0,1,Crítico
COD002,2025-10-01 08:24:00,25.26251100226043,42.38517838758463,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,324.0,1,Crítico
COD002,2025-10-01 08:25:00,24.46019515097077,43.20601141727457,90.76636266413124,0.410672930393148,505,2025-10-01 03:00:00,325.0,1,Crítico
